ICA|JUNTOS POR EL PERÚ	37260
ICA|LIBERTAD POPULAR	1089
ICA|PARTIDO APRISTA PERUANO	5325
ICA|PARTIDO CÍVICO OBRAS	51521
ICA|PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ	333
ICA|PARTIDO DEL BUEN GOBIERNO	47602
ICA|PARTIDO DEMOCRATICO FEDERAL	655
ICA|PARTIDO DEMOCRÁTICO SOMOS PERÚ	8771
ICA|PARTIDO DEMÓCRATA UNIDO PERÚ	2774
ICA|PARTIDO DEMÓCRATA VERDE	1969
ICA|PARTIDO FRENTE DE LA ESPERANZA 2021	8893
ICA|PARTIDO MORADO	2238
ICA|PARTIDO PATRIÓTICO DEL PERÚ	4306
ICA|PARTIDO PAÍS PARA TODOS	55933
ICA|PARTIDO POLÍTICO COOPERACIÓN POPULAR	4127
ICA|PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA	2160
ICA|PARTIDO POLÍTICO NACIONAL PERÚ LIBRE	2632
ICA|PARTIDO POLÍTICO PERÚ ACCIÓN	1251
ICA|PARTIDO POLÍTICO PERÚ PRIMERO	3947
ICA|PARTIDO POLÍTICO PRIN	419
ICA|PARTIDO SICREO	18153
ICA|PERÚ MODERNO	257
ICA|PODEMOS PERÚ	11306
ICA|PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO	16910
ICA|PROGRESEMOS	3208
ICA|RENOVACIÓN POPULAR	45283
ICA|SALVEMOS AL PERÚ	488
ICA|UN CAMINO DIFERENTE	1403
ICA|UNIDAD NACIONAL	1769
ICA|VOTOS EN BLANCO	71503
ICA|VOTOS NULOS	29166
JUNÍN|AHORA NACIÓN - AN	69940
JUNÍN|ALIANZA ELECTORAL VENCEREMOS	4653
JUNÍN|ALIANZA PARA EL PROGRESO	5590
JUNÍN|AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL	968
JUNÍN|FE EN EL PERÚ	1125
JUNÍN|FUERZA POPULAR	108631
JUNÍN|FUERZA Y LIBERTAD	4773
JUNÍN|JUNTOS POR EL PERÚ	78227
JUNÍN|LIBERTAD POPULAR	1285
JUNÍN|PARTIDO APRISTA PERUANO	3235
JUNÍN|PARTIDO CÍVICO OBRAS	70985
JUNÍN|PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ	758
JUNÍN|PARTIDO DEL BUEN GOBIERNO	50716
JUNÍN|PARTIDO DEMOCRATICO FEDERAL	828
JUNÍN|PARTIDO DEMOCRÁTICO SOMOS PERÚ	2900
JUNÍN|PARTIDO DEMÓCRATA UNIDO PERÚ	7665
JUNÍN|PARTIDO DEMÓCRATA VERDE	3184
JUNÍN|PARTIDO FRENTE DE LA ESPERANZA 2021	16230
JUNÍN|PARTIDO MORADO	3539
JUNÍN|PARTIDO PATRIÓTICO DEL PERÚ	8402
JUNÍN|PARTIDO PAÍS PARA TODOS	45865
JUNÍN|PARTIDO POLÍTICO COOPERACIÓN POPULAR	8264
JUNÍN|PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA	2312
JUNÍN|PARTIDO POLÍTICO NACIONAL PERÚ LIBRE	14005
JUNÍN|PARTIDO POLÍTICO PERÚ ACCIÓN	1677
JUNÍN|PARTIDO POLÍTICO PERÚ PRIMERO	5513
JUNÍN|PARTIDO POLÍTICO PRIN	429
JUNÍN|PARTIDO SICREO	24608
JUNÍN|PERÚ MODERNO	350
JUNÍN|PODEMOS PERÚ	16473
JUNÍN|PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO	17177
JUNÍN|PROGRESEMOS	3040
JUNÍN|RENOVACIÓN POPULAR	48223
JUNÍN|SALVEMOS AL PERÚ	1059
JUNÍN|UN CAMINO DIFERENTE	1498
JUNÍN|UNIDAD NACIONAL	1718
JUNÍN|VOTOS EN BLANCO	107546
JUNÍN|VOTOS NULOS	42219
LA LIBERTAD|AHORA NACIÓN - AN	38078
LA LIBERTAD|ALIANZA ELECTORAL VENCEREMOS	4815
LA LIBERTAD|ALIANZA PARA EL PROGRESO	32456
LA LIBERTAD|AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL	2276
LA LIBERTAD|FE EN EL PERÚ	1310
LA LIBERTAD|FUERZA POPULAR	188971
LA LIBERTAD|FUERZA Y LIBERTAD	1257
LA LIBERTAD|JUNTOS POR EL PERÚ	88250
LA LIBERTAD|LIBERTAD POPULAR	1901
LA LIBERTAD|PARTIDO APRISTA PERUANO	27650
LA LIBERTAD|PARTIDO CÍVICO OBRAS	66163
LA LIBERTAD|PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ	522
LA LIBERTAD|PARTIDO DEL BUEN GOBIERNO	91565
LA LIBERTAD|PARTIDO DEMOCRATICO FEDERAL	1057
LA LIBERTAD|PARTIDO DEMOCRÁTICO SOMOS PERÚ	5472
LA LIBERTAD|PARTIDO DEMÓCRATA UNIDO PERÚ	4162
LA LIBERTAD|PARTIDO DEMÓCRATA VERDE	2993
LA LIBERTAD|PARTIDO FRENTE DE LA ESPERANZA 2021	14240
LA LIBERTAD|PARTIDO MORADO	3934
LA LIBERTAD|PARTIDO PATRIÓTICO DEL PERÚ	8344
LA LIBERTAD|PARTIDO PAÍS PARA TODOS	74248
LA LIBERTAD|PARTIDO POLÍTICO COOPERACIÓN POPULAR	3129
LA LIBERTAD|PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA	3695
LA LIBERTAD|PARTIDO POLÍTICO NACIONAL PERÚ LIBRE	4836
LA LIBERTAD|PARTIDO POLÍTICO PERÚ ACCIÓN	1791
LA LIBERTAD|PARTIDO POLÍTICO PERÚ PRIMERO	6934
LA LIBERTAD|PARTIDO POLÍTICO PRIN	991
LA LIBERTAD|PARTIDO SICREO	34875
LA LIBERTAD|PERÚ MODERNO	375
LA LIBERTAD|PODEMOS PERÚ	20993
LA LIBERTAD|PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO	29924
LA LIBERTAD|PROGRESEMOS	2544
LA LIBERTAD|RENOVACIÓN POPULAR	76519
LA LIBERTAD|SALVEMOS AL PERÚ	711
LA LIBERTAD|UN CAMINO DIFERENTE	83569
LA LIBERTAD|UNIDAD NACIONAL	2649
LA LIBERTAD|VOTOS EN BLANCO	159303
LA LIBERTAD|VOTOS NULOS	73896
LAMBAYEQUE|AHORA NACIÓN - AN	29795
LAMBAYEQUE|ALIANZA ELECTORAL VENCEREMOS	3373
LAMBAYEQUE|ALIANZA PARA EL PROGRESO	14539
LAMBAYEQUE|AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL	1649
LAMBAYEQUE|FE EN EL PERÚ	808
LAMBAYEQUE|FUERZA POPULAR	176103
LAMBAYEQUE|FUERZA Y LIBERTAD	753
LAMBAYEQUE|JUNTOS POR EL PERÚ	71644
LAMBAYEQUE|LIBERTAD POPULAR	1208
LAMBAYEQUE|PARTIDO APRISTA PERUANO	15420
LAMBAYEQUE|PARTIDO CÍVICO OBRAS	50063
LAMBAYEQUE|PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ	398
LAMBAYEQUE|PARTIDO DEL BUEN GOBIERNO	68907
LAMBAYEQUE|PARTIDO DEMOCRATICO FEDERAL	961
LAMBAYEQUE|PARTIDO DEMOCRÁTICO SOMOS PERÚ	6768
LAMBAYEQUE|PARTIDO DEMÓCRATA UNIDO PERÚ	1962
LAMBAYEQUE|PARTIDO DEMÓCRATA VERDE	2192
LAMBAYEQUE|PARTIDO FRENTE DE LA ESPERANZA 2021	10239
LAMBAYEQUE|PARTIDO MORADO	3956
LAMBAYEQUE|PARTIDO PATRIÓTICO DEL PERÚ	6714
LAMBAYEQUE|PARTIDO PAÍS PARA TODOS	61658
LAMBAYEQUE|PARTIDO POLÍTICO COOPERACIÓN POPULAR	3880
LAMBAYEQUE|PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA	3082
LAMBAYEQUE|PARTIDO POLÍTICO NACIONAL PERÚ LIBRE	3124
LAMBAYEQUE|PARTIDO POLÍTICO PERÚ ACCIÓN	1118
LAMBAYEQUE|PARTIDO POLÍTICO PERÚ PRIMERO	9319
LAMBAYEQUE|PARTIDO POLÍTICO PRIN	361
LAMBAYEQUE|PARTIDO SICREO	20202
LAMBAYEQUE|PERÚ MODERNO	480
LAMBAYEQUE|PODEMOS PERÚ	9599
LAMBAYEQUE|PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO	20843
LAMBAYEQUE|PROGRESEMOS	1535
LAMBAYEQUE|RENOVACIÓN POPULAR	57305
LAMBAYEQUE|SALVEMOS AL PERÚ	641
LAMBAYEQUE|UN CAMINO DIFERENTE	3468
LAMBAYEQUE|UNIDAD NACIONAL	3146
LAMBAYEQUE|VOTOS EN BLANCO	100404
LAMBAYEQUE|VOTOS NULOS	50246
LIMA|AHORA NACIÓN - AN	413648
LIMA|ALIANZA ELECTORAL VENCEREMOS	23540
LIMA|ALIANZA PARA EL PROGRESO	31481
LIMA|AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL	11479
LIMA|FE EN EL PERÚ	6184
LIMA|FUERZA POPULAR	1087562
LIMA|FUERZA Y LIBERTAD	7455
LIMA|JUNTOS POR EL PERÚ	199017
LIMA|LIBERTAD POPULAR	14926
LIMA|PARTIDO APRISTA PERUANO	50286
LIMA|PARTIDO CÍVICO OBRAS	554574
LIMA|PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ	3377
LIMA|PARTIDO DEL BUEN GOBIERNO	917062
LIMA|PARTIDO DEMOCRATICO FEDERAL	6398
LIMA|PARTIDO DEMOCRÁTICO SOMOS PERÚ	44177
LIMA|PARTIDO DEMÓCRATA UNIDO PERÚ	29143
LIMA|PARTIDO DEMÓCRATA VERDE	16533
LIMA|PARTIDO FRENTE DE LA ESPERANZA 2021	85666
LIMA|PARTIDO MORADO	32437
LIMA|PARTIDO PATRIÓTICO DEL PERÚ	38619
LIMA|PARTIDO PAÍS PARA TODOS	541949
LIMA|PARTIDO POLÍTICO COOPERACIÓN POPULAR	32087
LIMA|PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA	28150
LIMA|PARTIDO POLÍTICO NACIONAL PERÚ LIBRE	17601
LIMA|PARTIDO POLÍTICO PERÚ ACCIÓN	9028
LIMA|PARTIDO POLÍTICO PERÚ PRIMERO	29943
LIMA|PARTIDO POLÍTICO PRIN	4237
LIMA|PARTIDO SICREO	238548
LIMA|PERÚ MODERNO	3165
LIMA|PODEMOS PERÚ	58937
LIMA|PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO	258022
LIMA|PROGRESEMOS	21422
LIMA|RENOVACIÓN POPULAR	1209096
LIMA|SALVEMOS AL PERÚ	3196
LIMA|UN CAMINO DIFERENTE	11367
LIMA|UNIDAD NACIONAL	33815
LIMA|VOTOS EN BLANCO	554393
LIMA|VOTOS NULOS	264608
LORETO|AHORA NACIÓN - AN	14691
LORETO|ALIANZA ELECTORAL VENCEREMOS	2102
LORETO|ALIANZA PARA EL PROGRESO	23899
LORETO|AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL	602
LORETO|FE EN EL PERÚ	707
LORETO|FUERZA POPULAR	96815
LORETO|FUERZA Y LIBERTAD	936
LORETO|JUNTOS POR EL PERÚ	33655
LORETO|LIBERTAD POPULAR	973
LORETO|PARTIDO APRISTA PERUANO	2702
LORETO|PARTIDO CÍVICO OBRAS	14264
LORETO|PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ	313
LORETO|PARTIDO DEL BUEN GOBIERNO	12233
LORETO|PARTIDO DEMOCRATICO FEDERAL	403
LORETO|PARTIDO DEMOCRÁTICO SOMOS PERÚ	23675
LORETO|PARTIDO DEMÓCRATA UNIDO PERÚ	1291
LORETO|PARTIDO DEMÓCRATA VERDE	2017
LORETO|PARTIDO FRENTE DE LA ESPERANZA 2021	2917
LORETO|PARTIDO MORADO	1490
LORETO|PARTIDO PATRIÓTICO DEL PERÚ	2047
LORETO|PARTIDO PAÍS PARA TODOS	40444
LORETO|PARTIDO POLÍTICO COOPERACIÓN POPULAR	2368
LORETO|PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA	802
LORETO|PARTIDO POLÍTICO NACIONAL PERÚ LIBRE	2777
LORETO|PARTIDO POLÍTICO PERÚ ACCIÓN	640
LORETO|PARTIDO POLÍTICO PERÚ PRIMERO	8871
LORETO|PARTIDO POLÍTICO PRIN	232
LORETO|PARTIDO SICREO	5463
LORETO|PERÚ MODERNO	817
LORETO|PODEMOS PERÚ	8794
LORETO|PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO	6154
LORETO|PROGRESEMOS	1310
LORETO|RENOVACIÓN POPULAR	22835
LORETO|SALVEMOS AL PERÚ	782
LORETO|UN CAMINO DIFERENTE	506
LORETO|UNIDAD NACIONAL	1112
LORETO|VOTOS EN BLANCO	85358
LORETO|VOTOS NULOS	27081
MADRE DE DIOS|AHORA NACIÓN - AN	6374
MADRE DE DIOS|ALIANZA ELECTORAL VENCEREMOS	773
MADRE DE DIOS|ALIANZA PARA EL PROGRESO	1129
MADRE DE DIOS|AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL	328
MADRE DE DIOS|FE EN EL PERÚ	94
MADRE DE DIOS|FUERZA POPULAR	10649
MADRE DE DIOS|FUERZA Y LIBERTAD	134
MADRE DE DIOS|JUNTOS POR EL PERÚ	18404
MADRE DE DIOS|LIBERTAD POPULAR	129
MADRE DE DIOS|PARTIDO APRISTA PERUANO	534
MADRE DE DIOS|PARTIDO CÍVICO OBRAS	11500
MADRE DE DIOS|PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ	55
MADRE DE DIOS|PARTIDO DEL BUEN GOBIERNO	4093
MADRE DE DIOS|PARTIDO DEMOCRATICO FEDERAL	127
MADRE DE DIOS|PARTIDO DEMOCRÁTICO SOMOS PERÚ	726
MADRE DE DIOS|PARTIDO DEMÓCRATA UNIDO PERÚ	921
MADRE DE DIOS|PARTIDO DEMÓCRATA VERDE	391
MADRE DE DIOS|PARTIDO FRENTE DE LA ESPERANZA 2021	2562
MADRE DE DIOS|PARTIDO MORADO	217
MADRE DE DIOS|PARTIDO PATRIÓTICO DEL PERÚ	1067
MADRE DE DIOS|PARTIDO PAÍS PARA TODOS	4978
MADRE DE DIOS|PARTIDO POLÍTICO COOPERACIÓN POPULAR	1727
MADRE DE DIOS|PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA	179
MADRE DE DIOS|PARTIDO POLÍTICO NACIONAL PERÚ LIBRE	970
MADRE DE DIOS|PARTIDO POLÍTICO PERÚ ACCIÓN	185
MADRE DE DIOS|PARTIDO POLÍTICO PERÚ PRIMERO	760
MADRE DE DIOS|PARTIDO POLÍTICO PRIN	40
MADRE DE DIOS|PARTIDO SICREO	2524
MADRE DE DIOS|PERÚ MODERNO	86
MADRE DE DIOS|PODEMOS PERÚ	1368
MADRE DE DIOS|PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO	1769
MADRE DE DIOS|PROGRESEMOS	737
MADRE DE DIOS|RENOVACIÓN POPULAR	2671
MADRE DE DIOS|SALVEMOS AL PERÚ	104
MADRE DE DIOS|UN CAMINO DIFERENTE	171
MADRE DE DIOS|UNIDAD NACIONAL	309
MADRE DE DIOS|VOTOS EN BLANCO	17892
MADRE DE DIOS|VOTOS NULOS	5021
MOQUEGUA|AHORA NACIÓN - AN	11970
MOQUEGUA|ALIANZA ELECTORAL VENCEREMOS	1589
MOQUEGUA|ALIANZA PARA EL PROGRESO	609
MOQUEGUA|AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL	127
MOQUEGUA|FE EN EL PERÚ	107
MOQUEGUA|FUERZA POPULAR	7557
MOQUEGUA|FUERZA Y LIBERTAD	167
MOQUEGUA|JUNTOS POR EL PERÚ	14655
MOQUEGUA|LIBERTAD POPULAR	179
MOQUEGUA|PARTIDO APRISTA PERUANO	585
MOQUEGUA|PARTIDO CÍVICO OBRAS	13882
MOQUEGUA|PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ	100
MOQUEGUA|PARTIDO DEL BUEN GOBIERNO	11888
MOQUEGUA|PARTIDO DEMOCRATICO FEDERAL	205
MOQUEGUA|PARTIDO DEMOCRÁTICO SOMOS PERÚ	725
MOQUEGUA|PARTIDO DEMÓCRATA UNIDO PERÚ	1330
MOQUEGUA|PARTIDO DEMÓCRATA VERDE	414
MOQUEGUA|PARTIDO FRENTE DE LA ESPERANZA 2021	4881
MOQUEGUA|PARTIDO MORADO	598
MOQUEGUA|PARTIDO PATRIÓTICO DEL PERÚ	1091
MOQUEGUA|PARTIDO PAÍS PARA TODOS	6144
MOQUEGUA|PARTIDO POLÍTICO COOPERACIÓN POPULAR	5266
MOQUEGUA|PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA	313
MOQUEGUA|PARTIDO POLÍTICO NACIONAL PERÚ LIBRE	973
MOQUEGUA|PARTIDO POLÍTICO PERÚ ACCIÓN	219
MOQUEGUA|PARTIDO POLÍTICO PERÚ PRIMERO	7081
MOQUEGUA|PARTIDO POLÍTICO PRIN	140
MOQUEGUA|PARTIDO SICREO	4854
MOQUEGUA|PERÚ MODERNO	118
MOQUEGUA|PODEMOS PERÚ	1855
MOQUEGUA|PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO	5797
MOQUEGUA|PROGRESEMOS	1006
MOQUEGUA|RENOVACIÓN POPULAR	6597
MOQUEGUA|SALVEMOS AL PERÚ	118
MOQUEGUA|UN CAMINO DIFERENTE	337
MOQUEGUA|UNIDAD NACIONAL	391
MOQUEGUA|VOTOS EN BLANCO	11968
MOQUEGUA|VOTOS NULOS	5263
OCEANÍA|AHORA NACIÓN - AN	231
OCEANÍA|ALIANZA ELECTORAL VENCEREMOS	9
OCEANÍA|ALIANZA PARA EL PROGRESO	1
OCEANÍA|AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL	3
OCEANÍA|FE EN EL PERÚ	2
OCEANÍA|FUERZA POPULAR	163
OCEANÍA|FUERZA Y LIBERTAD	1
OCEANÍA|JUNTOS POR EL PERÚ	23
OCEANÍA|LIBERTAD POPULAR	11
OCEANÍA|PARTIDO APRISTA PERUANO	14
OCEANÍA|PARTIDO CÍVICO OBRAS	120
OCEANÍA|PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ	0
OCEANÍA|PARTIDO DEL BUEN GOBIERNO	369
OCEANÍA|PARTIDO DEMOCRATICO FEDERAL	2
OCEANÍA|PARTIDO DEMOCRÁTICO SOMOS PERÚ	13
OCEANÍA|PARTIDO DEMÓCRATA UNIDO PERÚ	8
OCEANÍA|PARTIDO DEMÓCRATA VERDE	1
OCEANÍA|PARTIDO FRENTE DE LA ESPERANZA 2021	14
OCEANÍA|PARTIDO MORADO	13
OCEANÍA|PARTIDO PATRIÓTICO DEL PERÚ	4
OCEANÍA|PARTIDO PAÍS PARA TODOS	146
OCEANÍA|PARTIDO POLÍTICO COOPERACIÓN POPULAR	9
OCEANÍA|PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA	3
OCEANÍA|PARTIDO POLÍTICO NACIONAL PERÚ LIBRE	5
OCEANÍA|PARTIDO POLÍTICO PERÚ ACCIÓN	4
OCEANÍA|PARTIDO POLÍTICO PERÚ PRIMERO	3
OCEANÍA|PARTIDO POLÍTICO PRIN	1
OCEANÍA|PARTIDO SICREO	24
OCEANÍA|PERÚ MODERNO	2
OCEANÍA|PODEMOS PERÚ	1
OCEANÍA|PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO	158
OCEANÍA|PROGRESEMOS	3
OCEANÍA|RENOVACIÓN POPULAR	983
OCEANÍA|SALVEMOS AL PERÚ	2
OCEANÍA|UN CAMINO DIFERENTE	5
OCEANÍA|UNIDAD NACIONAL	19
OCEANÍA|VOTOS EN BLANCO	208
OCEANÍA|VOTOS NULOS	54
PASCO|AHORA NACIÓN - AN	10281
PASCO|ALIANZA ELECTORAL VENCEREMOS	665
PASCO|ALIANZA PARA EL PROGRESO	1650
PASCO|AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL	120
PASCO|FE EN EL PERÚ	190
PASCO|FUERZA POPULAR	21842
PASCO|FUERZA Y LIBERTAD	202
PASCO|JUNTOS POR EL PERÚ	21606
PASCO|LIBERTAD POPULAR	223
PASCO|PARTIDO APRISTA PERUANO	481
PASCO|PARTIDO CÍVICO OBRAS	13855
PASCO|PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ	103
PASCO|PARTIDO DEL BUEN GOBIERNO	5183
PASCO|PARTIDO DEMOCRATICO FEDERAL	183
PASCO|PARTIDO DEMOCRÁTICO SOMOS PERÚ	1841
PASCO|PARTIDO DEMÓCRATA UNIDO PERÚ	943
PASCO|PARTIDO DEMÓCRATA VERDE	599
PASCO|PARTIDO FRENTE DE LA ESPERANZA 2021	4966
PASCO|PARTIDO MORADO	501
PASCO|PARTIDO PATRIÓTICO DEL PERÚ	1411
PASCO|PARTIDO PAÍS PARA TODOS	4738
PASCO|PARTIDO POLÍTICO COOPERACIÓN POPULAR	2311
PASCO|PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA	360
PASCO|PARTIDO POLÍTICO NACIONAL PERÚ LIBRE	998
PASCO|PARTIDO POLÍTICO PERÚ ACCIÓN	281
PASCO|PARTIDO POLÍTICO PERÚ PRIMERO	1107
PASCO|PARTIDO POLÍTICO PRIN	94
PASCO|PARTIDO SICREO	3216
PASCO|PERÚ MODERNO	38
PASCO|PODEMOS PERÚ	5294
PASCO|PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO	2093
PASCO|PROGRESEMOS	310
PASCO|RENOVACIÓN POPULAR	7650
PASCO|SALVEMOS AL PERÚ	114
PASCO|UN CAMINO DIFERENTE	221
PASCO|UNIDAD NACIONAL	185
PASCO|VOTOS EN BLANCO	22142
PASCO|VOTOS NULOS	8047
PIURA|AHORA NACIÓN - AN	40391
PIURA|ALIANZA ELECTORAL VENCEREMOS	7375
PIURA|ALIANZA PARA EL PROGRESO	15291
PIURA|AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL	1263
PIURA|FE EN EL PERÚ	1084
PIURA|FUERZA POPULAR	242804
PIURA|FUERZA Y LIBERTAD	1380
PIURA|JUNTOS POR EL PERÚ	98330
PIURA|LIBERTAD POPULAR	1815
PIURA|PARTIDO APRISTA PERUANO	11034
PIURA|PARTIDO CÍVICO OBRAS	64322
PIURA|PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ	549
PIURA|PARTIDO DEL BUEN GOBIERNO	76139
PIURA|PARTIDO DEMOCRATICO FEDERAL	1298
PIURA|PARTIDO DEMOCRÁTICO SOMOS PERÚ	6553
PIURA|PARTIDO DEMÓCRATA UNIDO PERÚ	4240
PIURA|PARTIDO DEMÓCRATA VERDE	3248
PIURA|PARTIDO FRENTE DE LA ESPERANZA 2021	10943
PIURA|PARTIDO MORADO	2652
PIURA|PARTIDO PATRIÓTICO DEL PERÚ	9613
PIURA|PARTIDO PAÍS PARA TODOS	92414
PIURA|PARTIDO POLÍTICO COOPERACIÓN POPULAR	4651
PIURA|PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA	3731
PIURA|PARTIDO POLÍTICO NACIONAL PERÚ LIBRE	4107
PIURA|PARTIDO POLÍTICO PERÚ ACCIÓN	1870
PIURA|PARTIDO POLÍTICO PERÚ PRIMERO	16353
PIURA|PARTIDO POLÍTICO PRIN	907
PIURA|PARTIDO SICREO	23698
PIURA|PERÚ MODERNO	368
PIURA|PODEMOS PERÚ	19662
PIURA|PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO	28839
PIURA|PROGRESEMOS	3312
PIURA|RENOVACIÓN POPULAR	58181
PIURA|SALVEMOS AL PERÚ	1285
PIURA|UN CAMINO DIFERENTE	4464
PIURA|UNIDAD NACIONAL	2633
PIURA|VOTOS EN BLANCO	179986
PIURA|VOTOS NULOS	82260
PUNO|AHORA NACIÓN - AN	73801
PUNO|ALIANZA ELECTORAL VENCEREMOS	34138
PUNO|ALIANZA PARA EL PROGRESO	3650
PUNO|AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL	546
PUNO|FE EN EL PERÚ	1021
PUNO|FUERZA POPULAR	25389
PUNO|FUERZA Y LIBERTAD	761
PUNO|JUNTOS POR EL PERÚ	162460
PUNO|LIBERTAD POPULAR	814
PUNO|PARTIDO APRISTA PERUANO	1283
PUNO|PARTIDO CÍVICO OBRAS	115259
PUNO|PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ	510
PUNO|PARTIDO DEL BUEN GOBIERNO	26989
PUNO|PARTIDO DEMOCRATICO FEDERAL	1008
PUNO|PARTIDO DEMOCRÁTICO SOMOS PERÚ	2281
PUNO|PARTIDO DEMÓCRATA UNIDO PERÚ	10868
PUNO|PARTIDO DEMÓCRATA VERDE	3470
PUNO|PARTIDO FRENTE DE LA ESPERANZA 2021	29452
PUNO|PARTIDO MORADO	2056
PUNO|PARTIDO PATRIÓTICO DEL PERÚ	5872
PUNO|PARTIDO PAÍS PARA TODOS	10602
PUNO|PARTIDO POLÍTICO COOPERACIÓN POPULAR	72074
PUNO|PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA	728
PUNO|PARTIDO POLÍTICO NACIONAL PERÚ LIBRE	5366
PUNO|PARTIDO POLÍTICO PERÚ ACCIÓN	1194
PUNO|PARTIDO POLÍTICO PERÚ PRIMERO	4229
PUNO|PARTIDO POLÍTICO PRIN	676
PUNO|PARTIDO SICREO	20239
PUNO|PERÚ MODERNO	268
PUNO|PODEMOS PERÚ	6138
PUNO|PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO	9849
PUNO|PROGRESEMOS	3031
PUNO|RENOVACIÓN POPULAR	12442
PUNO|SALVEMOS AL PERÚ	753
PUNO|UN CAMINO DIFERENTE	808
PUNO|UNIDAD NACIONAL	893
PUNO|VOTOS EN BLANCO	77890
PUNO|VOTOS NULOS	40798
SAN MARTÍN|AHORA NACIÓN - AN	16930
SAN MARTÍN|ALIANZA ELECTORAL VENCEREMOS	3354
SAN MARTÍN|ALIANZA PARA EL PROGRESO	8349
SAN MARTÍN|AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL	4145
SAN MARTÍN|FE EN EL PERÚ	741
SAN MARTÍN|FUERZA POPULAR	89354
SAN MARTÍN|FUERZA Y LIBERTAD	611
SAN MARTÍN|JUNTOS POR EL PERÚ	91314
SAN MARTÍN|LIBERTAD POPULAR	662
SAN MARTÍN|PARTIDO APRISTA PERUANO	4127
SAN MARTÍN|PARTIDO CÍVICO OBRAS	43709
SAN MARTÍN|PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ	313
SAN MARTÍN|PARTIDO DEL BUEN GOBIERNO	17221
SAN MARTÍN|PARTIDO DEMOCRATICO FEDERAL	665
SAN MARTÍN|PARTIDO DEMOCRÁTICO SOMOS PERÚ	4308
SAN MARTÍN|PARTIDO DEMÓCRATA UNIDO PERÚ	3523
